id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Unknown,1
5005,User5005,49.0,Male,Desktop,Top,Shopping,Morning,1
4029,User4029,21.0,Female,Desktop,Side,News,Afternoon,1
1410,User1410,19.0,Female,Desktop,Top,Shopping,Evening,0
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
3287,User3287,24.0,Male,Mobile,Bottom,,Morning,0
6959,User6959,39.0,Male,Desktop,Top,,Evening,1
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1
5907,User5907,61.0,Non-Binary,Mobile,Top,,Afternoon,0
8922,User8922,26.0,Non-Binary,Mobile,Side,,Evening,0
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1
8273,User8273,22.0,Male,Tablet,,,Night,0
5533,User5533,22.0,Male,Tablet,Bottom,,Afternoon,0
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1
3801,User3801,26.0,Non-Binary,Desktop,,,Evening,1
4029,User4029,21.0,Female,Desktop,,News,Afternoon,1
498,User498,32.0,Non-Binary,Desktop,Bottom,News,Night,0
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1
7583,User7583,24.0,Female,Tablet,Side,,Night,0
5980,User5980,40.0,Female,Desktop,Side,,Morning,1
2156,User2156,46.0,Female,Tablet,,,Unknown,1
4593,User4593,54.0,Male,Desktop,Side,News,Evening,0
5198,User5198,47.0,Male,Desktop,Bottom,,Unknown,1
7630,User7630,23.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
470,User470,24.0,Male,Mobile,Side,News,Evening,0
3463,User3463,25.0,Female,Tablet,Bottom,Education,Morning,0
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
6248,User6248,48.0,Female,Mobile,Top,,Evening,1
9090,User9090,41.0,Male,Desktop,Side,,Unknown,1
496,User496,40.0,Male,Tablet,Side,,Night,0
7086,User7086,30.0,Non-Binary,Mobile,,,Morning,1
1752,User1752,44.0,Female,Mobile,,,Morning,0
1529,User1529,20.0,Female,Mobile,,,Afternoon,1
277,User277,59.0,Male,Desktop,Top,Entertainment,Afternoon,1
3972,User3972,19.0,Female,Mobile,Top,,Morning,0
1141,User1141,37.0,Male,Desktop,Bottom,,Afternoon,1
6652,User6652,41.0,Male,Tablet,Side,,Morning,0
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
1529,User1529,20.0,Female,Mobile,,,Afternoon,1
1160,User1160,48.0,Female,Desktop,Side,,Afternoon,0
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
3583,User3583,28.0,Female,Mobile,Side,,Unknown,0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
6412,User6412,46.0,Male,Desktop,Top,Social Media,Night,0
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
2981,User2981,37.0,Non-Binary,Tablet,Side,,Evening,0
8890,User8890,44.0,Female,Tablet,Bottom,,Night,0
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
1524,User1524,24.0,Male,Mobile,Bottom,,Unknown,1
3245,User3245,40.0,Male,Desktop,Side,Shopping,Afternoon,1
8794,User8794,45.0,Non-Binary,Desktop,Top,Social Media,Unknown,0
3375,User3375,52.0,Non-Binary,Mobile,Bottom,,Morning,1
5110,User5110,44.0,Female,Tablet,Top,Shopping,Morning,1
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1
1879,User1879,61.0,Male,Desktop,Side,,Evening,0
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1
373,User373,34.0,Female,Mobile,Top,Education,Unknown,1
5684,User5684,56.0,Male,Tablet,Side,,Evening,0
8761,User8761,43.0,Male,Desktop,Bottom,Education,Afternoon,0
9603,User9603,28.0,Non-Binary,Tablet,Bottom,Education,Afternoon,0
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
8789,User8789,44.0,Female,Desktop,Top,,Evening,1
6576,User6576,62.0,Female,Desktop,Bottom,,Morning,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
5273,User5273,64.0,Female,Desktop,Bottom,News,Unknown,0
6616,User6616,63.0,Male,Desktop,Bottom,,Evening,0
3565,User3565,62.0,Female,Desktop,Side,,Evening,0
2083,User2083,60.0,Female,Desktop,Top,News,Afternoon,0
6984,User6984,55.0,Male,Tablet,,News,Unknown,0
6409,User6409,52.0,Male,Desktop,,,Night,1
4361,User4361,29.0,Male,Tablet,,Education,Afternoon,1
39,User39,27.0,Non-Binary,Tablet,Top,Education,Evening,0
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1
9521,User9521,44.0,Male,Desktop,Top,,Evening,0
9399,User9399,37.0,Male,Desktop,Bottom,Entertainment,Evening,0
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Unknown,1
6210,User6210,57.0,Male,Tablet,Bottom,,Morning,0
1670,User1670,44.0,Non-Binary,Tablet,Top,,Night,0
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1
4938,User4938,28.0,Male,Desktop,Side,Social Media,Evening,1
6189,User6189,50.0,Female,Mobile,Top,,Unknown,0
5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1
6113,User6113,22.0,Male,Mobile,Bottom,Education,Unknown,0
2727,User2727,34.0,Non-Binary,Mobile,Bottom,,Unknown,1
4015,User4015,44.0,Male,Tablet,,,Unknown,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,Night,1
4288,User4288,62.0,Non-Binary,Tablet,Top,,Night,0
5082,User5082,44.0,Female,Mobile,Top,Shopping,Afternoon,1
7231,User7231,38.0,Male,Mobile,Side,,Evening,0
6251,User6251,44.0,Non-Binary,Mobile,Side,,Morning,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Unknown,1
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
8903,User8903,24.0,Male,Tablet,Side,Social Media,Evening,0
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,Night,1
9918,User9918,24.0,Non-Binary,Tablet,,News,Unknown,0
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
1420,User1420,62.0,Non-Binary,Desktop,,News,Morning,1
6467,User6467,30.0,Non-Binary,Desktop,Side,,Unknown,1
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
8386,User8386,44.0,Non-Binary,Mobile,Bottom,Entertainment,Unknown,0
6074,User6074,35.0,Male,Mobile,Bottom,,Unknown,1
3299,User3299,44.0,Non-Binary,Tablet,,News,Evening,1
6487,User6487,19.0,Male,Tablet,Side,,Unknown,1
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
1420,User1420,62.0,Non-Binary,Desktop,Bottom,News,Morning,1
9708,User9708,38.0,Male,Tablet,Side,Shopping,Night,0
5501,User5501,28.0,Non-Binary,Mobile,Bottom,,Evening,1
2096,User2096,48.0,Non-Binary,Desktop,Top,,Unknown,1
6487,User6487,19.0,Male,Tablet,Side,,Unknown,1
3297,User3297,18.0,Female,Tablet,Bottom,,Night,1
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Night,1
2023,User2023,19.0,Non-Binary,Desktop,Top,,Unknown,1
5982,User5982,43.0,Female,Tablet,Top,,Evening,0
925,User925,55.0,Non-Binary,Mobile,,Education,Morning,0
9550,User9550,58.0,Non-Binary,Desktop,Top,,Afternoon,1
4642,User4642,46.0,Non-Binary,Mobile,Top,,Evening,0
6181,User6181,54.0,Male,Tablet,Top,Education,Night,0
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1
9666,User9666,63.0,Non-Binary,Desktop,Side,Education,Night,0
7356,User7356,41.0,Male,Tablet,Side,Shopping,Night,0
6401,User6401,45.0,Female,Mobile,Side,,Morning,1
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
4890,User4890,43.0,Male,Tablet,Bottom,Education,Afternoon,1
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
5735,User5735,46.0,Female,Desktop,,,Evening,0
1197,User1197,62.0,Male,Mobile,Top,Social Media,Night,1
6433,User6433,45.0,Female,Mobile,Bottom,,Morning,0
6217,User6217,48.0,Non-Binary,Tablet,Side,Entertainment,Evening,0
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
2337,User2337,40.0,Male,Desktop,Top,,Unknown,1
8817,User8817,53.0,Male,Tablet,,Education,Unknown,1
3378,User3378,53.0,Non-Binary,Desktop,Top,Shopping,Afternoon,0
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
6737,User6737,60.0,Female,Mobile,Bottom,Education,Evening,0
8214,User8214,25.0,Female,Tablet,Top,,Afternoon,0
7376,User7376,21.0,Female,Mobile,,News,Morning,1
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
8079,User8079,62.0,Non-Binary,Tablet,Side,Social Media,Afternoon,0
6161,User6161,61.0,Female,Tablet,Bottom,,Unknown,1
5418,User5418,34.0,Male,Mobile,Top,,Evening,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
7375,User7375,57.0,Female,Desktop,,,Evening,0
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
2594,User2594,29.0,Male,Mobile,Side,Shopping,Evening,0
5832,User5832,28.0,Non-Binary,Desktop,,,Afternoon,1
2297,User2297,57.0,Male,Tablet,Side,Education,Unknown,1
3971,User3971,25.0,Non-Binary,Tablet,,Entertainment,Afternoon,0
7355,User7355,38.0,Male,Tablet,Bottom,News,Unknown,0
2023,User2023,19.0,Non-Binary,Desktop,Top,,Unknown,1
56,User56,23.0,Non-Binary,Desktop,Top,,Afternoon,0
3933,User3933,59.0,Non-Binary,Tablet,Bottom,Shopping,Unknown,0
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
4198,User4198,21.0,Male,Desktop,Bottom,,Morning,0
8937,User8937,57.0,Male,Tablet,Side,,Unknown,1
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
3560,User3560,33.0,Female,Tablet,,,Evening,0
5877,User5877,22.0,Female,Tablet,Side,,Morning,0
1383,User1383,27.0,Female,Desktop,Top,Entertainment,Night,0
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1
8531,User8531,54.0,Female,Tablet,Bottom,Education,Morning,0
4707,User4707,21.0,Non-Binary,Desktop,Top,,Evening,1
158,User158,61.0,Non-Binary,Desktop,Bottom,Education,Evening,0
7345,User7345,56.0,Male,Tablet,Top,Social Media,Unknown,0
6276,User6276,39.0,Female,Desktop,Side,,Morning,0
43,User43,23.0,Male,Tablet,Bottom,,Night,0
6509,User6509,62.0,Female,Mobile,,,Morning,0
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Unknown,1
6679,User6679,26.0,Male,Tablet,,Entertainment,Night,1
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1
3323,User3323,48.0,Female,Tablet,,,Afternoon,1
443,User443,46.0,Male,Desktop,,Education,Afternoon,0
2620,User2620,49.0,Non-Binary,Tablet,Top,,Night,0
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1
4422,User4422,28.0,Non-Binary,Desktop,Bottom,,Afternoon,0
6724,User6724,37.0,Female,Desktop,Top,,Evening,1
8930,User8930,24.0,Non-Binary,Desktop,Top,Shopping,Night,0
6042,User6042,62.0,Non-Binary,Desktop,Bottom,,Unknown,0
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
2593,User2593,38.0,Non-Binary,Mobile,,,Unknown,0
7138,User7138,26.0,Male,Tablet,Top,Social Media,Unknown,1
5937,User5937,18.0,Non-Binary,Desktop,Bottom,Shopping,Evening,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,,Night,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
6942,User6942,27.0,Male,Desktop,,,Unknown,0
8817,User8817,53.0,Male,Tablet,Bottom,Education,Night,1
1935,User1935,30.0,Female,Desktop,,Entertainment,Afternoon,1
3337,User3337,37.0,Male,Tablet,Side,News,Unknown,0
1910,User1910,63.0,Male,Desktop,Side,,Night,1
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
924,User924,64.0,Non-Binary,Tablet,Top,News,Unknown,0
8530,User8530,52.0,Female,Mobile,Top,Social Media,Unknown,1
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Unknown,1
7674,User7674,43.0,Female,Tablet,Bottom,News,Unknown,1
9234,User9234,20.0,Male,Desktop,Bottom,,Unknown,1
5980,User5980,40.0,Female,Desktop,Side,,Unknown,1
2979,User2979,33.0,Male,Desktop,Side,Education,Morning,0
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
9486,User9486,19.0,Female,Mobile,,,Unknown,0
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
7363,User7363,48.0,Non-Binary,Mobile,,Social Media,Morning,0
664,User664,51.0,Female,Desktop,Bottom,Education,Evening,0
1442,User1442,55.0,Female,Tablet,Side,,Unknown,0
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
3226,User3226,50.0,Non-Binary,Mobile,Top,,Unknown,0
6164,User6164,57.0,Male,Mobile,,Social Media,Night,0
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1
8361,User8361,41.0,Female,Mobile,Side,,Afternoon,1
8053,User8053,31.0,Non-Binary,Tablet,Top,Shopping,Evening,0
3236,User3236,56.0,Female,Mobile,Bottom,,Morning,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Afternoon,1
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1
5832,User5832,28.0,Non-Binary,Desktop,Side,,Unknown,1
6822,User6822,34.0,Male,Desktop,Bottom,Social Media,Afternoon,0
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
6576,User6576,62.0,Female,Desktop,Bottom,Entertainment,Morning,1
9714,User9714,25.0,Female,Mobile,,News,Afternoon,0
5082,User5082,44.0,Female,Mobile,,Shopping,Afternoon,1
9234,User9234,20.0,Male,Desktop,,,Morning,1
8561,User8561,52.0,Male,Mobile,,,Unknown,1
6765,User6765,46.0,Female,Tablet,,Entertainment,Morning,1
1273,User1273,27.0,Non-Binary,Mobile,,,Morning,1
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1
6674,User6674,24.0,Non-Binary,Desktop,Bottom,News,Unknown,0
2374,User2374,54.0,Non-Binary,Tablet,Side,,Unknown,0
3641,User3641,33.0,Female,Tablet,Top,,Night,1
1503,User1503,19.0,Female,Tablet,Side,,Unknown,1
6330,User6330,56.0,Female,Mobile,Side,,Night,0
2795,User2795,62.0,Female,Desktop,,,Morning,0
3430,User3430,61.0,Male,Desktop,,Social Media,Morning,1
8115,User8115,20.0,Female,Mobile,Top,Social Media,Unknown,1
5346,User5346,30.0,Non-Binary,Tablet,Top,News,Morning,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
7808,User7808,26.0,Female,Desktop,Top,,Night,1
398,User398,28.0,Male,Tablet,Top,,Morning,0
8817,User8817,53.0,Male,Tablet,Bottom,Education,Night,1
6167,User6167,20.0,Male,Mobile,Side,Shopping,Unknown,1
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1
2962,User2962,49.0,Non-Binary,Desktop,Top,News,Night,0
2577,User2577,44.0,Non-Binary,Mobile,Top,Social Media,Unknown,0
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1
2174,User2174,36.0,Female,Desktop,Bottom,Entertainment,Unknown,1
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1
3552,User3552,37.0,Male,Desktop,Bottom,Social Media,Afternoon,0
6086,User6086,24.0,Male,Desktop,,,Morning,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,,Evening,1
3101,User3101,22.0,Male,Desktop,Side,Shopping,Morning,0
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1
518,User518,29.0,Male,Tablet,Bottom,Shopping,Morning,1
3245,User3245,40.0,Male,Desktop,Side,Shopping,Afternoon,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
8947,User8947,22.0,Male,Desktop,,Entertainment,Night,1
64,User64,63.0,Non-Binary,Tablet,,Social Media,Evening,0
5807,User5807,41.0,Male,Desktop,Side,News,Afternoon,0
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1
1505,User1505,18.0,Male,Desktop,Top,Shopping,Night,0
6287,User6287,40.0,Female,Tablet,Bottom,,Morning,1
5647,User5647,46.0,Female,Tablet,Side,,Morning,1
2481,User2481,50.0,Non-Binary,Mobile,Side,,Unknown,0
2542,User2542,58.0,Non-Binary,Mobile,Side,,Evening,1
7138,User7138,26.0,Male,Tablet,Top,Social Media,Night,1
58,User58,36.0,Female,Mobile,Top,Shopping,Morning,1
4193,User4193,23.0,Male,Mobile,,News,Night,0
6582,User6582,28.0,Non-Binary,Mobile,Top,Entertainment,Night,0
8817,User8817,53.0,Male,Tablet,,Education,Unknown,1
6127,User6127,34.0,Non-Binary,Desktop,Side,News,Afternoon,0
1214,User1214,26.0,Female,Mobile,Bottom,,Evening,1
5881,User5881,26.0,Non-Binary,Tablet,,,Morning,1
5110,User5110,44.0,Female,Tablet,Top,Shopping,Morning,1
1616,User1616,21.0,Male,Tablet,,News,Evening,0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
5242,User5242,31.0,Male,Mobile,Side,,Morning,0
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
6722,User6722,64.0,Non-Binary,Mobile,,,Evening,0
6409,User6409,52.0,Male,Desktop,,,Unknown,1
3517,User3517,18.0,Non-Binary,Tablet,Bottom,Entertainment,Night,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Unknown,1
4676,User4676,21.0,Non-Binary,Mobile,Side,Education,Night,0
6188,User6188,20.0,Male,Desktop,Bottom,Entertainment,Unknown,1
4957,User4957,58.0,Male,Desktop,Bottom,,Unknown,1
1387,User1387,61.0,Male,Mobile,Top,Education,Morning,0
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
4781,User4781,43.0,Male,Tablet,,,Morning,0
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1
2573,User2573,27.0,Male,Mobile,Side,Education,Morning,0
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Unknown,1
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1
4461,User4461,64.0,Female,Tablet,,Education,Morning,0
1257,User1257,24.0,Female,Desktop,Top,Social Media,Morning,0
8994,User8994,34.0,Female,Mobile,Bottom,Entertainment,Morning,1
9806,User9806,58.0,Male,Tablet,,,Evening,1
1122,User1122,49.0,Non-Binary,Tablet,,,Morning,1
3299,User3299,44.0,Non-Binary,Tablet,Side,News,Evening,1
2021,User2021,41.0,Male,Mobile,Bottom,,Night,1
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Afternoon,1
6143,User6143,29.0,Non-Binary,Mobile,,,Afternoon,1
316,User316,42.0,Non-Binary,Desktop,Top,,Unknown,1
4685,User4685,58.0,Female,Tablet,Bottom,,Night,0
8530,User8530,52.0,Female,Mobile,Top,Social Media,Afternoon,1
1608,User1608,39.0,Male,Tablet,,Shopping,Night,0
2440,User2440,37.0,Female,Desktop,Top,Entertainment,Morning,0
3641,User3641,33.0,Female,Tablet,,,Unknown,1
1704,User1704,61.0,Female,Tablet,Bottom,,Evening,1
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1
854,User854,60.0,Female,Tablet,Bottom,News,Evening,0
3988,User3988,49.0,Non-Binary,Mobile,,Entertainment,Afternoon,0
9445,User9445,34.0,Male,Tablet,Bottom,,Unknown,0
6916,User6916,33.0,Female,Tablet,Side,,Afternoon,0
7809,User7809,18.0,Male,Mobile,Top,,Evening,0
536,User536,20.0,Non-Binary,Desktop,,Shopping,Unknown,0
9516,User9516,28.0,Female,Desktop,Top,,Morning,1
4800,User4800,39.0,Non-Binary,Desktop,,Shopping,Morning,0
1227,User1227,59.0,Non-Binary,Tablet,Top,Education,Evening,0
6075,User6075,32.0,Non-Binary,Desktop,,Social Media,Night,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
9194,User9194,53.0,Non-Binary,Mobile,Side,,Evening,0
8147,User8147,32.0,Female,Desktop,Top,,Night,1
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1
2448,User2448,31.0,Female,Tablet,Bottom,,Afternoon,0
9220,User9220,21.0,Female,Mobile,Side,Social Media,Night,1
7829,User7829,47.0,Female,Mobile,Side,,Evening,0
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
316,User316,42.0,Non-Binary,Desktop,,Social Media,Night,1
6989,User6989,28.0,Male,Mobile,,Shopping,Unknown,1
1914,User1914,42.0,Male,Tablet,Bottom,Shopping,Night,1
3375,User3375,52.0,Non-Binary,Mobile,,Education,Unknown,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Unknown,1
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Unknown,1
8715,User8715,63.0,Female,Mobile,,,Afternoon,0
1370,User1370,52.0,Female,Desktop,Bottom,,Night,1
4488,User4488,31.0,Male,Mobile,Top,,Evening,0
1503,User1503,19.0,Female,Tablet,Side,,Afternoon,1
4539,User4539,54.0,Male,Mobile,,,Night,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
3297,User3297,18.0,Female,Tablet,,,Night,1
9842,User9842,43.0,Non-Binary,Mobile,Top,Shopping,Afternoon,1
3111,User3111,27.0,Female,Desktop,Bottom,Entertainment,Afternoon,0
9117,User9117,43.0,Male,Mobile,Side,News,Morning,0
4942,User4942,32.0,Male,Tablet,Side,,Morning,0
2038,User2038,46.0,Non-Binary,Desktop,,,Unknown,0
2434,User2434,30.0,Male,Tablet,Bottom,News,Unknown,0
6620,User6620,52.0,Female,Tablet,Top,Education,Unknown,1
262,User262,33.0,Male,Mobile,Bottom,,Afternoon,0
6530,User6530,33.0,Female,Mobile,Bottom,News,Night,0
400,User400,52.0,Non-Binary,Tablet,,,Evening,1
3335,User3335,24.0,Male,Mobile,Top,Entertainment,Night,1
4069,User4069,39.0,Non-Binary,Desktop,Side,Shopping,Unknown,0
8621,User8621,26.0,Female,Desktop,Top,,Unknown,0
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,Night,1
8173,User8173,53.0,Non-Binary,Tablet,Side,,Afternoon,0
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
3044,User3044,34.0,Male,Desktop,,News,Night,1
4742,User4742,31.0,Male,Desktop,,,Night,1
651,User651,57.0,Female,Tablet,Side,,Morning,0
7689,User7689,33.0,Non-Binary,Tablet,,Entertainment,Evening,0
7138,User7138,26.0,Male,Tablet,Top,Social Media,Night,1
9064,User9064,41.0,Female,Mobile,Top,Entertainment,Night,1
6949,User6949,27.0,Male,Desktop,Top,,Night,0
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
4200,User4200,54.0,Non-Binary,Mobile,Bottom,News,Evening,0
5250,User5250,58.0,Male,Mobile,Side,,Evening,0
3559,User3559,25.0,Non-Binary,Tablet,Top,,Afternoon,0
159,User159,52.0,Male,Tablet,Top,,Morning,0
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1
3430,User3430,61.0,Male,Desktop,,Social Media,Morning,1
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Unknown,1
1197,User1197,62.0,Male,Mobile,Top,,Night,1
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
4209,User4209,29.0,Female,Tablet,Bottom,Shopping,Unknown,0
4553,User4553,27.0,Male,Mobile,Top,,Morning,0
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1
6854,User6854,32.0,Male,Mobile,,,Night,1
4938,User4938,28.0,Male,Desktop,Side,,Evening,1
373,User373,34.0,Female,Mobile,,Education,Unknown,1
8326,User8326,23.0,Female,Desktop,,,Evening,1
4950,User4950,28.0,Male,Mobile,Side,,Morning,1
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1
5129,User5129,62.0,Female,Tablet,Side,News,Unknown,0
3684,User3684,35.0,Male,Mobile,,Entertainment,Unknown,0
2876,User2876,23.0,Non-Binary,Tablet,Top,Education,Morning,1
8,User8,24.0,Male,Tablet,,Shopping,Unknown,0
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1
7138,User7138,26.0,Male,Tablet,Top,Social Media,Night,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
585,User585,59.0,Female,Mobile,Side,News,Unknown,0
7910,User7910,58.0,Non-Binary,Desktop,Side,,Evening,0
1762,User1762,41.0,Male,Desktop,Side,,Unknown,1
3029,User3029,62.0,Female,Desktop,,News,Night,0
4034,User4034,43.0,Female,Desktop,Top,Shopping,Unknown,1
1975,User1975,30.0,Female,Mobile,Top,,Unknown,1
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1
8243,User8243,24.0,Non-Binary,Desktop,Bottom,Shopping,Afternoon,0
7138,User7138,26.0,Male,Tablet,,Social Media,Unknown,1
4254,User4254,19.0,Male,Desktop,Bottom,,Afternoon,1
7475,User7475,53.0,Female,Tablet,Bottom,Entertainment,Unknown,1
8361,User8361,41.0,Female,Mobile,,News,Afternoon,1
6095,User6095,52.0,Male,Desktop,Top,News,Morning,0
9414,User9414,60.0,Non-Binary,Desktop,Top,Social Media,Night,0
4696,User4696,55.0,Non-Binary,Tablet,Top,,Night,0
3330,User3330,49.0,Male,Desktop,Top,News,Afternoon,1
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Unknown,1
1635,User1635,54.0,Female,Tablet,Top,News,Evening,1
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
6281,User6281,53.0,Female,Mobile,Side,Entertainment,Unknown,0
8947,User8947,22.0,Male,Desktop,,Entertainment,Night,1
9807,User9807,35.0,Non-Binary,Tablet,,Education,Unknown,1
3430,User3430,61.0,Male,Desktop,,Social Media,Morning,1
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
5019,User5019,49.0,Non-Binary,Desktop,Bottom,News,Morning,0
5240,User5240,25.0,Female,Desktop,Top,,Morning,0
1762,User1762,41.0,Male,Desktop,Side,Entertainment,Afternoon,1
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1
188,User188,56.0,Female,Tablet,,News,Morning,1
7323,User7323,59.0,Non-Binary,Mobile,Top,,Morning,0
2215,User2215,33.0,Female,Tablet,Top,Social Media,Night,0
2303,User2303,64.0,Male,Tablet,Bottom,News,Afternoon,0
